order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city,state,net_amount,order_month,order_year
ORD00607,CUST0954,2023-03-19,2023-03-25,Delivered,Wallet,In-Store,4899.46,1686.28,199,Surat,LDN,3412.18,2023-03,2023
ORD00608,CUST0296,2023-03-20,2023-03-22,Pending,Credit Card,Online,39102.42,10257.01,149,Sydney,RJ,28994.41,2023-03,2023
ORD00609,CUST0022,2023-03-21,2023-03-26,Delivered,Upi,In-Store,24905.43,2074.32,49,Jaipur,WB,22880.11,2023-03,2023
ORD00610,CUST0063,2023-03-21,2023-03-22,Pending,Credit Card,Online,8385.7,2784.38,0,Hyderabad,RJ,5601.32,2023-03,2023
ORD00611,CUST0288,2023-03-22,2023-03-28,Cancelled,Net Banking,Mobile App,30715.87,0.0,199,Delhi,ON,30914.87,2023-03,2023
ORD00612,CUST0452,2023-03-23,2023-03-30,Pending,Upi,In-Store,19391.21,2133.8,49,Kolkata,NSW,17306.41,2023-03,2023
ORD00613,CUST0298,2023-03-24,2023-03-26,Cancelled,Cod,Mobile App,48954.38,7798.08,49,Toronto,DL,41205.3,2023-03,2023
ORD00614,CUST0974,2023-03-24,2023-03-29,Pending,Credit Card,In-Store,38685.72,6141.13,99,Hyderabad,NY,32643.59,2023-03,2023
ORD00615,CUST0534,2023-03-25,2023-03-29,Returned,Cod,Online,37458.4,14855.93,49,Chennai,LDN,22651.47,2023-03,2023
ORD00616,CUST0410,2023-03-26,2023-03-31,Pending,Cod,Mobile App,17289.19,2804.03,49,Ahmedabad,ON,14534.16,2023-03,2023
ORD00617,CUST0476,2023-03-26,2023-03-31,Pending,Credit Card,In-Store,37427.76,8759.28,199,Ahmedabad,GJ,28867.48,2023-03,2023
ORD00618,CUST0614,2023-03-27,2023-03-31,Cancelled,Credit Card,Online,10840.05,3558.4,99,Mumbai,NSW,7380.65,2023-03,2023
ORD00619,CUST0308,2023-03-28,2023-04-04,Cancelled,Wallet,In-Store,49674.45,2182.44,149,New York,LDN,47641.01,2023-03,2023
ORD00620,CUST0898,2023-03-29,2023-04-05,Returned,Net Banking,In-Store,14677.37,2701.6,199,New York,TN,12174.77,2023-03,2023
ORD00621,CUST0575,2023-03-29,2023-03-30,Delivered,Upi,Online,1376.18,375.38,199,Bangalore,TS,1199.8,2023-03,2023
ORD00622,CUST0388,2023-03-30,2023-03-31,Pending,Credit Card,In-Store,30044.11,394.92,149,Delhi,DL,29798.19,2023-03,2023
ORD00623,CUST0794,2023-03-31,2023-04-03,Delivered,Upi,Mobile App,38690.53,426.21,149,Toronto,RJ,38413.32,2023-03,2023
ORD00624,CUST0651,2023-01-04,2023-04-03,Returned,Credit Card,Mobile App,30121.43,8812.1,0,Ahmedabad,RJ,21309.33,2023-01,2023
ORD00625,CUST0652,2023-01-04,2023-04-07,Returned,Wallet,In-Store,11398.43,1240.95,99,Mumbai,NY,10256.48,2023-01,2023
ORD00626,CUST0598,2023-04-02,2023-04-08,Shipped,Cod,Online,21021.18,4053.15,49,Sydney,MH,17017.03,2023-04,2023
ORD00627,CUST0836,2023-04-03,2023-04-09,Delivered,Net Banking,Online,39748.84,4474.87,199,London,GJ,35472.97,2023-04,2023
ORD00628,CUST0532,2023-04-04,2023-04-08,Pending,Cod,Mobile App,4521.68,112.28,0,Hyderabad,GJ,4409.4,2023-04,2023
ORD00629,CUST0606,2023-04-04,2023-04-09,Pending,Cod,Mobile App,10903.86,322.38,99,Ahmedabad,NY,10680.48,2023-04,2023
ORD00630,CUST0279,2023-04-05,2023-04-09,Pending,Cod,Mobile App,20082.79,7834.86,199,Mumbai,WB,12446.93,2023-04,2023
ORD00631,CUST0521,2023-04-06,2023-04-13,Delivered,Wallet,Mobile App,32918.95,10160.88,0,Delhi,ON,22758.07,2023-04,2023
ORD00632,CUST0259,2023-04-06,2023-04-08,Shipped,Upi,Mobile App,46142.77,16493.86,0,Sydney,TS,29648.91,2023-04,2023
ORD00633,CUST0530,2023-04-07,2023-04-13,Shipped,Credit Card,Online,44096.84,15049.65,0,Bangalore,LDN,29047.19,2023-04,2023
ORD00634,CUST0072,2023-04-08,2023-04-10,Pending,Upi,In-Store,1745.72,673.72,199,Pune,NY,1271.0,2023-04,2023
ORD00635,CUST0479,2023-09-04,2023-04-10,Returned,Cod,In-Store,7304.54,2789.67,49,London,MH,4563.87,2023-09,2023
ORD00636,CUST0013,2023-09-04,2023-04-12,Cancelled,Cod,In-Store,46733.29,5652.17,99,London,TN,41180.12,2023-09,2023
ORD00637,CUST0920,2023-04-10,2023-04-13,Cancelled,Upi,Online,10555.54,833.81,149,Sydney,NY,9870.73,2023-04,2023
ORD00638,CUST0666,2023-11-04,2023-04-18,Returned,Credit Card,Online,49220.06,1893.37,199,Surat,NY,47525.69,2023-11,2023
ORD00639,CUST0253,2023-04-12,2023-04-18,Pending,Upi,Online,19169.66,612.18,149,Bangalore,ON,18706.48,2023-04,2023
ORD00640,CUST0416,2023-12-04,2023-04-18,Pending,Wallet,Online,4411.88,874.46,49,Jaipur,DL,3586.42,2023-12,2023
ORD00641,CUST0828,2023-04-13,2023-04-19,Cancelled,Credit Card,Online,4978.28,1357.77,0,New York,MH,3620.51,2023-04,2023
ORD00642,CUST0110,2023-04-14,2023-04-15,Returned,Wallet,Mobile App,23250.13,8067.16,49,Sydney,GJ,15231.97,2023-04,2023
ORD00643,CUST0026,2023-04-14,2023-04-17,Pending,Credit Card,Mobile App,40169.91,1418.24,0,Toronto,ON,38751.67,2023-04,2023
ORD00644,CUST0055,2023-04-15,2023-04-16,Shipped,Upi,Mobile App,23022.89,5820.2,99,Chennai,MH,17301.69,2023-04,2023
ORD00645,CUST0944,2023-04-16,2023-04-23,Cancelled,Cod,Mobile App,34890.3,10782.6,199,Sydney,RJ,24306.7,2023-04,2023
ORD00646,CUST0914,2023-04-17,2023-04-21,Delivered,Cod,In-Store,42471.74,6260.38,149,Chennai,MH,36360.36,2023-04,2023
ORD00648,CUST0818,2023-04-18,2023-04-21,Pending,Credit Card,Online,30771.84,1368.72,149,Sydney,TN,29552.12,2023-04,2023
ORD00649,CUST0480,2023-04-19,2023-04-25,Cancelled,Wallet,Mobile App,14384.78,1435.62,49,Surat,GJ,12998.16,2023-04,2023
ORD00650,CUST0005,2023-04-20,2023-04-21,Pending,Upi,Online,2489.47,707.0,0,London,DL,1782.47,2023-04,2023
ORD00651,CUST0772,2023-04-20,2023-04-24,Shipped,Upi,In-Store,2664.82,636.16,149,Ahmedabad,ON,2177.66,2023-04,2023
ORD00652,CUST0074,2023-04-21,2023-04-28,Shipped,Credit Card,Mobile App,3414.82,748.35,99,Delhi,RJ,2765.47,2023-04,2023
ORD00653,CUST0456,2023-04-22,2023-04-29,Shipped,Upi,In-Store,8857.47,0.0,99,Ahmedabad,NY,8956.47,2023-04,2023
ORD00654,CUST0498,2023-04-23,2023-04-26,Returned,Credit Card,Mobile App,18227.88,3547.57,0,New York,MH,14680.31,2023-04,2023
ORD00655,CUST0973,2023-04-23,2023-04-24,Shipped,Wallet,Online,27185.89,7664.1,99,Sydney,TN,19620.79,2023-04,2023
ORD00656,CUST0979,2023-04-24,2023-04-26,Pending,Cod,Online,18008.51,2812.4,99,Sydney,NY,15295.11,2023-04,2023
ORD00657,CUST0784,2023-04-25,2023-04-30,Delivered,Debit Card,In-Store,29934.43,11748.21,0,Jaipur,WB,18186.22,2023-04,2023
ORD00658,CUST0883,2023-04-25,2023-04-29,Delivered,Wallet,Online,31470.54,9195.3,149,Pune,LDN,22424.24,2023-04,2023
ORD00659,CUST0228,2023-04-26,2023-04-30,Delivered,Cod,In-Store,45859.03,3819.27,99,Kolkata,KA,42138.76,2023-04,2023
ORD00660,CUST0670,2023-04-27,2023-04-28,Cancelled,Upi,Mobile App,7367.66,2919.13,149,Jaipur,MH,4597.53,2023-04,2023
ORD00661,CUST0493,2023-04-28,2023-05-05,Pending,Cod,Online,7887.51,0.0,99,Delhi,MH,7986.51,2023-04,2023
ORD00662,CUST0321,2023-04-28,2023-05-01,Shipped,Debit Card,In-Store,43710.84,8329.73,0,Ahmedabad,TS,35381.11,2023-04,2023
ORD00664,CUST0930,2023-04-30,2023-05-03,Shipped,Wallet,Mobile App,47790.47,8047.52,49,Surat,TS,39791.95,2023-04,2023
ORD00665,CUST0318,2023-05-01,2023-05-05,Delivered,Cod,In-Store,25646.37,0.0,0,Ahmedabad,GJ,25646.37,2023-05,2023
ORD00666,CUST0610,2023-05-01,2023-05-04,Delivered,Upi,Mobile App,49025.23,8076.42,199,Pune,TN,41147.81,2023-05,2023
ORD00667,CUST0203,2023-02-05,2023-05-05,Shipped,Upi,Mobile App,49414.95,15895.94,0,Mumbai,ON,33519.01,2023-02,2023
ORD00668,CUST0829,2023-05-03,2023-05-04,Shipped,Wallet,In-Store,484.61,79.02,49,Pune,TN,454.59,2023-05,2023
ORD00669,CUST0207,2023-03-05,2023-05-04,Cancelled,Wallet,Online,17623.6,5588.4,49,Surat,GJ,12084.2,2023-03,2023
ORD00670,CUST0836,2023-05-04,2023-05-09,Cancelled,Credit Card,Online,7489.35,524.22,49,Delhi,KA,7014.13,2023-05,2023
ORD00671,CUST0957,2023-05-05,2023-05-08,Delivered,Credit Card,Online,23605.02,8179.88,199,Ahmedabad,GJ,15624.14,2023-05,2023
ORD00673,CUST0455,2023-05-06,2023-05-10,Shipped,Cod,Mobile App,37590.33,4029.33,199,Chennai,NY,33760.0,2023-05,2023
ORD00674,CUST0541,2023-05-07,2023-05-08,Shipped,Wallet,Mobile App,44506.35,1811.94,0,London,GJ,42694.41,2023-05,2023
ORD00675,CUST0106,2023-05-08,2023-05-10,Shipped,Upi,In-Store,1582.09,539.81,99,Toronto,MH,1141.28,2023-05,2023
ORD00676,CUST0114,2023-05-09,2023-05-14,Returned,Upi,Online,47189.59,17510.09,49,Surat,TS,29728.5,2023-05,2023
ORD00677,CUST0954,2023-05-09,2023-05-10,Pending,Credit Card,In-Store,6649.47,2196.03,149,Chennai,MH,4602.44,2023-05,2023
ORD00678,CUST0907,2023-10-05,2023-05-11,Returned,Upi,Mobile App,46806.81,6728.65,149,Mumbai,WB,40227.16,2023-10,2023
ORD00679,CUST0076,2023-05-11,2023-05-13,Delivered,Credit Card,In-Store,37982.63,7964.06,0,Toronto,TN,30018.57,2023-05,2023
ORD00680,CUST0453,2023-12-05,2023-05-16,Shipped,Upi,Online,42589.22,404.25,99,London,RJ,42283.97,2023-12,2023
ORD00681,CUST0110,2023-12-05,2023-05-16,Pending,Credit Card,Online,43349.42,16355.25,49,Delhi,MH,27043.17,2023-12,2023
ORD00682,CUST0588,2023-05-13,2023-05-19,Pending,Wallet,In-Store,43592.19,2201.36,199,Mumbai,NSW,41589.83,2023-05,2023
ORD00683,CUST0721,2023-05-14,2023-05-19,Returned,Net Banking,Mobile App,32823.75,3780.13,199,New York,WB,29242.62,2023-05,2023
ORD00686,CUST0853,2023-05-16,2023-05-17,Shipped,Upi,In-Store,24936.32,9104.02,0,Pune,KA,15832.3,2023-05,2023
ORD00687,CUST0054,2023-05-17,2023-05-19,Pending,Credit Card,Online,27959.73,8646.37,49,Sydney,MH,19362.36,2023-05,2023
ORD00688,CUST0038,2023-05-17,2023-05-23,Returned,Cod,Mobile App,31066.2,11244.73,149,Surat,LDN,19970.47,2023-05,2023
ORD00689,CUST0285,2023-05-18,2023-05-21,Pending,Wallet,Mobile App,12053.58,3473.83,199,Delhi,GJ,8778.75,2023-05,2023
ORD00690,CUST0631,2023-05-19,2023-05-24,Cancelled,Upi,Online,16663.49,2154.01,99,Toronto,NY,14608.48,2023-05,2023
ORD00691,CUST0025,2023-05-20,2023-05-25,Delivered,Wallet,Online,29658.59,3630.94,0,Kolkata,DL,26027.65,2023-05,2023
ORD00692,CUST0175,2023-05-20,2023-05-27,Cancelled,Upi,In-Store,28838.04,8496.5,149,Surat,ON,20490.54,2023-05,2023
ORD00693,CUST0945,2023-05-21,2023-05-27,Delivered,Net Banking,Online,31917.88,8802.57,99,Toronto,MH,23214.31,2023-05,2023
ORD00694,CUST0096,2023-05-22,2023-05-28,Returned,Net Banking,In-Store,40070.03,6878.43,149,Jaipur,TN,33340.6,2023-05,2023
ORD00695,CUST0275,2023-05-22,2023-05-27,Shipped,Credit Card,In-Store,16644.82,3060.63,49,Chennai,GJ,13633.19,2023-05,2023
ORD00696,CUST0294,2023-05-23,2023-05-26,Shipped,Wallet,Online,22258.2,384.9,149,Chennai,RJ,22022.3,2023-05,2023
ORD00697,CUST0301,2023-05-24,2023-05-29,Delivered,Credit Card,Online,4752.35,423.28,199,London,NY,4528.07,2023-05,2023
ORD00698,CUST0089,2023-05-25,2023-05-31,Shipped,Upi,Online,27636.67,1547.8,49,New York,TS,26137.87,2023-05,2023
ORD00699,CUST0968,2023-05-25,2023-05-26,Returned,Cod,Mobile App,9803.12,2834.62,199,Delhi,KA,7167.5,2023-05,2023
ORD00700,CUST0996,2023-05-26,2023-05-27,Returned,Credit Card,Online,42459.09,5023.1,99,Ahmedabad,MH,37534.99,2023-05,2023
ORD00701,CUST0830,2023-05-27,2023-05-30,Shipped,Credit Card,Mobile App,42998.1,3101.88,0,Surat,NY,39896.22,2023-05,2023
ORD00702,CUST0366,2023-05-28,2023-06-01,Returned,Net Banking,In-Store,12095.38,681.4,99,Chennai,MH,11512.98,2023-05,2023
ORD00703,CUST0343,2023-05-28,2023-05-31,Cancelled,Wallet,Online,337.89,4.31,0,Kolkata,MH,333.58,2023-05,2023
ORD00704,CUST0870,2023-05-29,2023-06-05,Returned,Debit Card,Mobile App,5619.49,744.01,49,Hyderabad,NY,4924.48,2023-05,2023
ORD00705,CUST0607,2023-05-30,2023-05-31,Cancelled,Credit Card,Mobile App,5489.82,1173.89,99,New York,NY,4414.93,2023-05,2023
ORD00706,CUST0434,2023-05-30,2023-06-01,Delivered,Cod,Mobile App,29289.46,337.35,49,Ahmedabad,MH,29001.11,2023-05,2023
ORD00707,CUST0459,2023-05-31,2023-06-04,Cancelled,Wallet,In-Store,19003.3,1232.57,49,Mumbai,LDN,17819.73,2023-05,2023
ORD00708,CUST0287,2023-06-01,2023-06-06,Pending,Upi,Online,49837.79,4244.08,49,Jaipur,MH,45642.71,2023-06,2023
ORD00709,CUST0233,2023-06-02,2023-06-06,Delivered,Upi,Mobile App,30029.21,4310.23,49,Surat,ON,25767.98,2023-06,2023
ORD00710,CUST0238,2023-02-06,2023-06-06,Shipped,Cod,Mobile App,26937.24,8732.3,199,London,TN,18403.94,2023-02,2023
ORD00711,CUST0239,2023-06-03,2023-06-04,Pending,Upi,Online,1110.76,367.95,199,Sydney,NY,941.81,2023-06,2023
ORD00713,CUST0678,2023-06-05,2023-06-11,Cancelled,Upi,In-Store,14844.99,0.0,49,London,TS,14893.99,2023-06,2023
ORD00714,CUST0532,2023-06-05,2023-06-12,Shipped,Wallet,Mobile App,20422.82,4424.19,49,Hyderabad,TS,16047.63,2023-06,2023
ORD00715,CUST0311,2023-06-06,2023-06-10,Pending,Debit Card,In-Store,12112.82,853.19,149,Mumbai,ON,11408.63,2023-06,2023
ORD00716,CUST0680,2023-06-07,2023-06-13,Shipped,Upi,Mobile App,42936.05,14327.12,149,Kolkata,NSW,28757.93,2023-06,2023
ORD00717,CUST0579,2023-06-08,2023-06-09,Delivered,Wallet,Mobile App,17812.07,235.24,49,Pune,MH,17625.83,2023-06,2023
ORD00718,CUST0748,2023-06-08,2023-06-11,Pending,Cod,Online,7928.88,143.22,199,London,GJ,7984.66,2023-06,2023
ORD00720,CUST0719,2023-06-10,2023-06-11,Pending,Upi,Online,5401.52,517.16,49,Toronto,RJ,4933.36,2023-06,2023
ORD00721,CUST0948,2023-10-06,2023-06-15,Pending,Wallet,Mobile App,24521.51,4778.88,199,New York,LDN,19941.63,2023-10,2023
ORD00722,CUST0351,2023-06-11,2023-06-16,Shipped,Wallet,Mobile App,1181.78,335.03,99,Hyderabad,GJ,945.75,2023-06,2023
ORD00723,CUST0384,2023-06-12,2023-06-15,Delivered,Credit Card,Mobile App,9291.87,1265.6,99,Sydney,NY,8125.27,2023-06,2023
ORD00724,CUST0963,2023-06-13,2023-06-16,Pending,Credit Card,Mobile App,37024.1,5241.09,199,Pune,WB,31982.01,2023-06,2023
ORD00725,CUST0166,2023-06-13,2023-06-14,Returned,Wallet,In-Store,29010.42,7213.72,49,Sydney,GJ,21845.7,2023-06,2023
ORD00726,CUST0235,2023-06-14,2023-06-15,Delivered,Net Banking,Mobile App,39003.84,11341.64,49,Bangalore,GJ,27711.2,2023-06,2023
ORD00727,CUST0582,2023-06-15,2023-06-19,Returned,Credit Card,Online,48122.42,12528.95,149,London,LDN,35742.47,2023-06,2023
ORD00728,CUST0112,2023-06-16,2023-06-20,Cancelled,Credit Card,Mobile App,38442.14,4380.31,149,Pune,RJ,34210.83,2023-06,2023
ORD00729,CUST0492,2023-06-16,2023-06-23,Cancelled,Wallet,Mobile App,41909.55,7442.09,0,Surat,NSW,34467.46,2023-06,2023
ORD00730,CUST0795,2023-06-17,2023-06-22,Shipped,Net Banking,Mobile App,17701.91,4798.49,0,Chennai,RJ,12903.42,2023-06,2023
ORD00731,CUST0697,2023-06-18,2023-06-25,Cancelled,Net Banking,Online,48704.34,8336.39,149,Sydney,RJ,40516.95,2023-06,2023
ORD00732,CUST0028,2023-06-18,2023-06-23,Returned,Upi,Mobile App,17295.58,0.0,149,Pune,ON,17444.58,2023-06,2023
ORD00733,CUST0839,2023-06-19,2023-06-23,Delivered,Upi,Mobile App,8090.04,280.05,99,Ahmedabad,GJ,7908.99,2023-06,2023
ORD00734,CUST0217,2023-06-20,2023-06-23,Pending,Credit Card,In-Store,33142.83,10567.97,199,Mumbai,KA,22773.86,2023-06,2023
ORD00735,CUST0745,2023-06-21,2023-06-28,Returned,Net Banking,Mobile App,3555.45,161.95,149,New York,NY,3542.5,2023-06,2023
ORD00736,CUST0240,2023-06-21,2023-06-27,Shipped,Net Banking,Online,22145.77,3422.69,149,Ahmedabad,LDN,18872.08,2023-06,2023
ORD00737,CUST0369,2023-06-22,2023-06-25,Pending,Cod,Mobile App,12379.11,748.53,149,Sydney,LDN,11779.58,2023-06,2023
ORD00738,CUST0250,2023-06-23,2023-06-28,Pending,Upi,In-Store,7850.09,2728.71,149,Kolkata,KA,5270.38,2023-06,2023
ORD00740,CUST0002,2023-06-24,2023-06-26,Shipped,Cod,Online,4248.01,0.0,199,Pune,DL,4447.01,2023-06,2023
ORD00741,CUST0898,2023-06-25,2023-06-28,Shipped,Wallet,In-Store,46954.09,4598.52,99,Mumbai,ON,42454.57,2023-06,2023
ORD00742,CUST0960,2023-06-26,2023-06-28,Delivered,Credit Card,In-Store,37641.84,8501.02,49,Surat,MH,29189.82,2023-06,2023
ORD00743,CUST0776,2023-06-27,2023-07-01,Delivered,Upi,Mobile App,3750.16,214.81,149,Hyderabad,LDN,3684.35,2023-06,2023
ORD00744,CUST0057,2023-06-27,2023-07-04,Shipped,Cod,Online,25160.02,3825.32,199,Kolkata,MH,21533.7,2023-06,2023
ORD00745,CUST0319,2023-06-28,2023-07-04,Shipped,Net Banking,In-Store,37772.79,8089.01,99,Bangalore,GJ,29782.78,2023-06,2023
ORD00746,CUST0633,2023-06-29,2023-07-02,Delivered,Upi,Mobile App,10165.1,2777.15,149,Sydney,ON,7536.95,2023-06,2023
ORD00747,CUST0712,2023-06-29,2023-07-04,Returned,Upi,Mobile App,49273.04,17649.93,199,Mumbai,KA,31822.11,2023-06,2023
ORD00748,CUST0817,2023-06-30,2023-07-06,Delivered,Net Banking,Mobile App,38969.27,10401.66,0,Ahmedabad,NY,28567.61,2023-06,2023
ORD00749,CUST0600,2023-07-01,2023-07-06,Delivered,Upi,Mobile App,8267.01,1415.21,99,Jaipur,NY,6950.8,2023-07,2023
ORD00750,CUST0598,2023-02-07,2023-07-08,Pending,Upi,In-Store,39671.51,3496.31,99,New York,MH,36274.2,2023-02,2023
ORD00751,CUST0185,2023-02-07,2023-07-07,Delivered,Upi,In-Store,9235.63,1033.1,99,Pune,TS,8301.53,2023-02,2023
ORD00752,CUST0394,2023-07-03,2023-07-04,Shipped,Wallet,Online,12520.47,4758.69,99,Kolkata,MH,7860.78,2023-07,2023
ORD00753,CUST0642,2023-07-04,2023-07-05,Pending,Wallet,Mobile App,37593.41,9226.85,149,Bangalore,ON,28515.56,2023-07,2023
ORD00754,CUST0414,2023-05-07,2023-07-09,Cancelled,Net Banking,In-Store,14745.91,2511.88,49,New York,ON,12283.03,2023-05,2023
ORD00756,CUST0220,2023-07-06,2023-07-09,Delivered,Credit Card,In-Store,15813.58,6063.39,199,Bangalore,TS,9949.19,2023-07,2023
ORD00757,CUST0737,2023-07-07,2023-07-10,Pending,Net Banking,Mobile App,16416.85,3505.54,99,Ahmedabad,GJ,13010.31,2023-07,2023
ORD00758,CUST0396,2023-07-07,2023-07-10,Delivered,Net Banking,Mobile App,33641.17,11658.25,49,Delhi,ON,22031.92,2023-07,2023
ORD00759,CUST0735,2023-08-07,2023-07-14,Delivered,Upi,Online,35577.0,2551.91,49,Surat,DL,33074.09,2023-08,2023
ORD00760,CUST0115,2023-07-09,2023-07-12,Delivered,Credit Card,In-Store,30733.06,7183.01,49,New York,DL,23599.05,2023-07,2023
ORD00761,CUST0981,2023-10-07,2023-07-12,Pending,Credit Card,Online,43336.99,1264.56,199,Sydney,ON,42271.43,2023-10,2023
ORD00762,CUST0758,2023-07-10,2023-07-11,Delivered,Cod,Mobile App,39150.77,5813.86,0,Bangalore,KA,33336.91,2023-07,2023
ORD00763,CUST0629,2023-07-11,2023-07-14,Returned,Wallet,Mobile App,14706.1,2902.56,199,Kolkata,TS,12002.54,2023-07,2023
ORD00764,CUST0490,2023-07-12,2023-07-19,Returned,Cod,In-Store,42744.62,11423.59,0,Mumbai,WB,31321.03,2023-07,2023
ORD00765,CUST0664,2023-07-13,2023-07-15,Pending,Upi,Online,24688.06,5601.6,49,Toronto,DL,19135.46,2023-07,2023
ORD00767,CUST0468,2023-07-14,2023-07-16,Cancelled,Cod,In-Store,26532.02,993.44,149,Sydney,GJ,25687.58,2023-07,2023
ORD00768,CUST0242,2023-07-15,2023-07-16,Returned,Credit Card,Online,47192.8,17886.02,49,New York,MH,29355.78,2023-07,2023
ORD00769,CUST0107,2023-07-16,2023-07-18,Pending,Net Banking,Mobile App,44053.46,12218.94,199,New York,NY,32033.52,2023-07,2023
ORD00770,CUST0466,2023-07-16,2023-07-19,Delivered,Upi,In-Store,3295.16,1215.95,149,Kolkata,GJ,2228.21,2023-07,2023
ORD00771,CUST0222,2023-07-17,2023-07-22,Shipped,Credit Card,In-Store,686.36,54.12,49,Toronto,RJ,681.24,2023-07,2023
ORD00772,CUST0985,2023-07-18,2023-07-20,Delivered,Cod,In-Store,39212.78,12673.76,149,London,LDN,26688.02,2023-07,2023
ORD00774,CUST0890,2023-07-19,2023-07-20,Returned,Net Banking,Mobile App,36030.07,7465.32,199,Delhi,TS,28763.75,2023-07,2023
ORD00775,CUST0311,2023-07-20,2023-07-23,Pending,Net Banking,In-Store,40873.63,12641.97,199,Delhi,DL,28430.66,2023-07,2023
ORD00776,CUST0782,2023-07-21,2023-07-26,Delivered,Net Banking,Mobile App,10704.56,3635.76,199,Jaipur,MH,7267.8,2023-07,2023
ORD00777,CUST0438,2023-07-21,2023-07-24,Returned,Debit Card,Online,25524.49,9581.94,199,Kolkata,LDN,16141.55,2023-07,2023
ORD00778,CUST0712,2023-07-22,2023-07-25,Returned,Cod,In-Store,37029.3,1270.76,49,Jaipur,TS,35807.54,2023-07,2023
ORD00779,CUST0935,2023-07-23,2023-07-26,Pending,Cod,In-Store,32041.74,3245.12,99,Sydney,RJ,28895.62,2023-07,2023
ORD00780,CUST0159,2023-07-24,2023-07-27,Returned,Net Banking,In-Store,30009.76,288.42,99,Sydney,WB,29820.34,2023-07,2023
ORD00781,CUST0280,2023-07-24,2023-07-29,Pending,Cod,Mobile App,35788.1,744.37,49,Mumbai,WB,35092.73,2023-07,2023
ORD00782,CUST0519,2023-07-25,2023-07-28,Delivered,Cod,In-Store,38203.53,1430.06,199,London,GJ,36972.47,2023-07,2023
ORD00783,CUST0508,2023-07-26,2023-08-02,Cancelled,Wallet,Online,41261.02,15994.81,0,Delhi,DL,25266.21,2023-07,2023
ORD00784,CUST0735,2023-07-26,2023-08-01,Returned,Credit Card,In-Store,14659.5,643.4,99,Mumbai,RJ,14115.1,2023-07,2023
ORD00785,CUST0741,2023-07-27,2023-07-29,Shipped,Debit Card,Online,34577.06,9798.89,0,Surat,WB,24778.17,2023-07,2023
ORD00786,CUST0156,2023-07-28,2023-07-30,Delivered,Upi,In-Store,47587.77,13966.98,199,Toronto,TS,33819.79,2023-07,2023
ORD00787,CUST0952,2023-07-29,2023-08-04,Returned,Wallet,Online,1882.54,192.23,0,Chennai,TS,1690.31,2023-07,2023
ORD00788,CUST0941,2023-07-29,2023-07-31,Pending,Upi,Mobile App,12175.32,1697.59,149,Kolkata,KA,10626.73,2023-07,2023
ORD00789,CUST0201,2023-07-30,2023-08-04,Returned,Cod,Mobile App,34386.47,11466.35,49,Sydney,WB,22969.12,2023-07,2023
ORD00790,CUST0812,2023-07-31,2023-08-06,Returned,Credit Card,In-Store,13794.58,3563.01,149,Mumbai,KA,10380.57,2023-07,2023
ORD00791,CUST0765,2023-01-08,2023-08-05,Pending,Cod,Online,25333.72,1997.16,199,Surat,ON,23535.56,2023-01,2023
ORD00792,CUST0832,2023-01-08,2023-01-11,Delivered,Upi,Mobile App,20225.46,7535.17,149,New York,TS,12839.29,2023-01,2023
ORD00794,CUST0843,2023-03-08,2023-08-06,Shipped,Upi,Online,44440.01,14048.55,0,Surat,NSW,30391.46,2023-03,2023
ORD00795,CUST0358,2023-08-04,2023-08-09,Returned,Debit Card,Online,34726.35,8971.04,49,Hyderabad,GJ,25804.31,2023-08,2023
ORD00796,CUST0867,2023-08-04,2023-08-11,Returned,Wallet,In-Store,4761.1,696.67,149,Sydney,MH,4213.43,2023-08,2023
ORD00797,CUST0539,2023-08-05,2023-08-07,Pending,Cod,Online,48890.52,2206.39,199,Surat,LDN,46883.13,2023-08,2023
ORD00798,CUST0386,2023-06-08,2023-08-07,Delivered,Wallet,In-Store,19330.47,2754.58,199,Mumbai,TS,16774.89,2023-06,2023
ORD00799,CUST0879,2023-08-06,2023-08-10,Returned,Debit Card,Online,20749.78,3954.83,0,Sydney,GJ,16794.95,2023-08,2023
ORD00800,CUST0338,2023-08-07,2023-08-11,Shipped,Upi,Mobile App,16708.69,6543.4,49,Jaipur,RJ,10214.29,2023-08,2023
ORD00801,CUST0994,2023-08-08,2023-08-11,Shipped,Credit Card,Online,32216.83,863.07,99,Delhi,WB,31452.76,2023-08,2023
ORD00802,CUST0678,2023-08-09,2023-08-10,Returned,Wallet,Mobile App,7582.56,1121.06,99,New York,GJ,6560.5,2023-08,2023
ORD00803,CUST0250,2023-09-08,2023-08-16,Shipped,Credit Card,Online,28967.27,6874.13,199,Ahmedabad,DL,22292.14,2023-09,2023
ORD00804,CUST0856,2023-08-10,2023-08-11,Delivered,Cod,Mobile App,20068.97,1140.13,149,Mumbai,DL,19077.84,2023-08,2023
ORD00805,CUST0637,2023-11-08,2023-08-16,Cancelled,Credit Card,Online,16824.04,291.49,99,Mumbai,ON,16631.55,2023-11,2023
ORD00806,CUST0158,2023-08-12,2023-08-16,Pending,Credit Card,In-Store,21323.59,0.0,199,Sydney,MH,21522.59,2023-08,2023
ORD00807,CUST0887,2023-08-12,2023-08-19,Returned,Cod,In-Store,422.36,133.24,99,Chennai,DL,388.12,2023-08,2023
